clade	species	ts	te
1	307	63	62
1	308	63	62
2	861	46	41
2	1117	42	41
2	1269	23	14
3	394	85	80
4	1553	79	78
4	1873	77	76
4	1882	76	76
4	1891	75	74
5	387	57	41
5	393	57	47
5	396	47	35
5	655	54	49
5	699	37	32
5	748	54	53
5	820	54	53
5	917	35	27
5	1244	45	37
5	1266	45	38
5	1326	47	41
5	1543	50	48
5	1550	44	37
5	2251	40	35
5	2376	57	46
5	2384	57	45
5	2408	49	49
5	2715	36	32
5	2780	54	53
6	1251	53	50
7	940	90	89
7	2670	90	89
8	1601	87	86
8	1604	83	83
8	1605	83	83
8	1606	82	82
8	1607	82	82
8	1608	82	82
8	1609	86	86
8	1628	85	85
8	1629	81	81
8	1757	103	103
8	1762	102	102
8	1763	102	102
8	1768	103	103
8	1779	100	98
8	1780	99	99
8	1781	101	101
8	1782	101	101
8	1783	100	100
8	1784	89	89
8	1793	102	102
8	1794	103	103
8	1795	102	102
8	1796	103	103
8	1797	103	103
8	1804	102	102
8	1807	102	102
8	1821	102	102
8	1835	99	99
8	1836	98	94
8	1837	100	99
8	1839	92	90
8	1840	98	97
8	1841	101	101
8	1842	101	101
8	1843	100	100
8	1845	103	103
8	1846	92	92
8	1852	92	91
8	1854	80	80
8	1855	79	79
8	1856	90	87
8	1863	86	86
8	1865	85	85
8	1892	81	81
8	1893	81	81
8	1919	86	86
8	1922	83	83
8	1923	83	83
8	1924	82	82
8	1925	82	82
8	1926	82	82
8	1927	90	90
8	1932	88	87
8	1940	80	80
8	1941	79	79
8	1942	90	87
8	1945	86	86
8	1948	85	85
8	1949	84	84
8	1950	84	84
8	1966	81	81
8	1967	81	81
8	1969	87	86
8	1997	111	111
8	2005	110	105
8	2012	109	105
8	2018	108	105
8	2033	104	104
8	2042	107	104
8	2047	107	105
8	2057	107	104
8	2061	104	93
8	2067	104	104
8	2075	104	104
8	2093	105	105
8	2096	105	105
8	2106	104	104
8	2118	99	99
8	2122	105	105
8	2124	104	104
8	2494	87	87
9	421	10	8
9	1275	50	11
10	2006	95	93
10	2018	100	96
11	1411	86	85
11	1412	86	85
12	380	10	5
12	399	42	40
12	611	44	42
12	612	61	10
12	616	79	73
12	687	24	19
12	943	56	25
12	946	7	0
12	947	2	0
12	960	56	32
12	1228	50	48
12	1247	45	43
12	1248	47	46
12	1249	47	46
12	1250	45	43
12	1294	56	52
12	1432	10	0
12	1445	56	10
12	1453	57	57
12	1454	75	75
12	1455	80	73
12	1486	9	4
12	1578	106	105
12	1659	105	105
12	1758	102	102
12	1904	106	106
12	2166	39	36
12	2256	24	10
12	2363	11	8
12	2383	27	24
12	2385	42	0
12	2389	13	8
12	2391	52	16
12	2399	65	19
12	2400	75	66
12	2401	79	75
12	2402	79	76
12	2516	85	80
12	2524	85	80
12	2533	85	80
12	2565	84	82
12	2576	84	80
12	2623	95	95
12	2678	40	26
12	2679	61	17
12	2689	29	28
12	2690	30	30
12	2696	65	46
12	2697	79	75
12	2705	69	66
12	2706	74	73
12	2707	74	73
12	2717	51	43
12	2735	87	87
12	2766	65	57
12	2778	75	66
12	2819	10	8
12	2913	3	0
12	2980	53	45
13	119	89	88
13	120	87	87
13	121	86	86
13	128	85	85
13	129	84	84
13	130	83	83
13	131	82	82
13	132	81	80
13	135	85	85
13	136	84	84
13	137	83	83
13	138	82	82
13	139	81	80
13	191	85	85
13	192	84	84
13	193	83	83
13	194	82	82
13	195	81	80
13	236	22	22
13	379	28	22
13	412	2	0
13	484	8	7
13	495	28	23
13	580	50	39
13	597	18	14
13	642	33	27
13	687	69	19
13	746	12	0
13	851	62	10
13	870	9	4
13	942	62	13
13	945	1	0
13	953	16	0
13	954	12	0
13	955	13	2
13	1147	50	19
13	1748	106	101
13	1997	112	111
13	2005	111	110
13	2012	110	110
13	2018	110	110
13	2042	108	107
13	2047	109	107
13	2057	109	108
13	2061	109	109
13	2067	109	107
13	2096	107	107
13	2106	107	106
13	2533	79	73
13	2534	65	51
13	2535	77	75
13	2536	69	66
13	2538	76	64
13	2541	75	51
13	2544	74	73
13	2545	78	77
13	2548	74	73
13	2552	79	78
13	2553	57	57
13	2556	75	75
13	2557	79	73
13	2558	69	51
13	2565	79	79
13	2570	79	78
13	2576	79	75
13	2647	39	11
13	2722	11	0
13	2752	10	4
13	2867	100	100
13	2868	99	99
13	2869	98	98
13	2870	97	96
13	2871	95	94
13	2872	93	92
13	2889	91	90
13	2992	11	6
13	2994	2	0
14	1327	90	88
14	1743	101	100
14	1767	101	100
14	1789	101	100
14	2061	103	103
14	2081	102	102
14	2106	99	98
14	2109	102	96
14	2119	95	94
14	2120	93	93
14	2121	93	92
14	2122	93	90
14	2124	91	88
15	1760	91	91
15	1761	90	90
15	1767	89	89
16	315	45	41
16	318	45	41
16	323	68	65
16	324	68	65
16	325	65	63
16	326	65	63
16	327	62	61
16	328	62	61
16	329	60	57
16	330	60	57
16	331	57	52
16	332	57	52
16	360	56	41
16	820	46	45
16	1532	56	33
16	2783	58	51
16	2812	63	41
17	38	61	61
17	143	56	56
17	144	56	56
17	145	56	56
17	146	56	56
17	147	56	56
17	152	56	56
17	153	56	56
17	205	100	100
17	352	84	84
17	375	74	74
17	376	74	74
17	377	74	74
17	381	74	74
17	397	74	74
17	408	15	7
17	410	30	10
17	418	8	2
17	419	13	9
17	420	13	9
17	423	11	1
17	424	9	4
17	454	35	24
17	457	22	13
17	464	65	34
17	467	28	19
17	469	72	72
17	477	57	43
17	478	73	73
17	479	73	69
17	480	73	70
17	483	46	10
17	485	73	70
17	486	73	70
17	494	57	43
17	507	40	29
17	508	55	48
17	509	55	41
17	510	55	29
17	527	27	16
17	528	23	16
17	530	40	29
17	531	48	48
17	532	55	41
17	533	55	29
17	539	27	15
17	540	23	16
17	543	40	29
17	544	55	49
17	545	55	41
17	548	20	15
17	550	27	11
17	551	24	13
17	554	55	51
17	555	12	6
17	557	35	25
17	560	25	6
17	562	35	25
17	563	25	19
17	567	18	6
17	569	35	25
17	570	25	19
17	574	18	6
17	583	48	0
17	587	49	0
17	588	7	0
17	591	18	16
17	598	33	10
17	610	33	25
17	632	51	42
17	633	39	28
17	634	20	3
17	635	53	47
17	636	12	12
17	637	16	12
17	638	5	1
17	639	8	6
17	644	35	32
17	645	31	30
17	646	0	0
17	654	69	69
17	655	11	10
17	670	10	5
17	675	11	0
17	687	24	21
17	702	83	83
17	703	83	83
17	711	13	7
17	714	28	19
17	716	55	46
17	717	54	51
17	718	62	0
17	741	5	0
17	814	81	81
17	816	58	57
17	859	70	69
17	865	69	69
17	866	69	69
17	869	69	69
17	917	82	82
17	918	82	82
17	941	56	28
17	951	11	9
17	952	10	0
17	959	46	45
17	970	19	1
17	971	19	0
17	972	19	0
17	973	6	0
17	974	5	1
17	975	5	1
17	1141	74	63
17	1142	69	63
17	1143	74	67
17	1144	69	67
17	1187	40	20
17	1188	51	41
17	1195	40	20
17	1196	50	41
17	1203	40	13
17	1204	45	41
17	1217	78	78
17	1218	78	78
17	1219	78	78
17	1261	77	77
17	1262	77	77
17	1263	77	77
17	1264	9	4
17	1277	57	0
17	1278	1	0
17	1325	76	76
17	1328	76	76
17	1329	76	76
17	1343	40	29
17	1344	55	41
17	1345	55	29
17	1354	27	16
17	1355	23	16
17	1356	40	29
17	1357	48	48
17	1358	55	41
17	1359	55	29
17	1366	27	15
17	1367	23	16
17	1368	38	29
17	1369	47	41
17	1373	27	15
17	1375	40	29
17	1378	75	75
17	1379	75	75
17	1380	75	75
17	1381	56	42
17	1403	75	75
17	1425	16	15
17	1434	42	39
17	1462	28	20
17	1487	25	14
17	1488	25	19
17	1489	20	19
17	1490	40	10
17	1491	43	41
17	1530	51	0
17	1545	81	77
17	1547	76	75
17	1548	80	78
17	1549	78	77
17	1551	4	1
17	1560	82	82
17	1561	11	7
17	1563	23	14
17	2131	45	8
17	2134	40	35
17	2160	60	54
17	2161	46	27
17	2165	62	58
17	2168	11	5
17	2169	3	1
17	2188	40	35
17	2190	55	48
17	2191	48	41
17	2209	40	26
17	2210	55	48
17	2211	47	41
17	2220	40	13
17	2221	55	48
17	2222	47	41
17	2234	36	25
17	2241	23	19
17	2259	56	54
17	2281	79	79
17	2319	17	13
17	2332	28	28
17	2333	28	27
17	2345	20	14
17	2347	26	24
17	2348	28	27
17	2349	28	27
17	2350	20	13
17	2351	26	26
17	2352	26	24
17	2354	28	27
17	2357	26	24
17	2431	33	11
17	2432	32	21
17	2496	68	55
17	2661	20	16
17	2662	16	0
17	2663	14	8
17	2664	16	1
17	2665	14	0
17	2666	14	0
17	2667	8	0
17	2691	3	0
17	2693	15	9
17	2694	3	0
17	2695	1	0
17	2701	75	73
17	2711	30	27
17	2718	30	23
17	2723	1	0
17	2724	12	9
17	2727	81	79
17	2736	80	79
17	2753	66	63
17	2754	66	63
17	2755	69	67
17	2756	55	0
17	2757	20	1
17	2758	15	2
17	2785	90	90
17	2803	18	6
17	2804	18	6
17	2805	20	0
17	2823	16	16
17	2827	11	1
17	2836	46	43
17	2838	26	7
17	2839	13	6
17	2840	13	9
17	2856	6	0
17	2857	2	0
17	2858	80	55
17	2863	62	58
17	2882	85	85
17	2883	85	85
17	2884	10	6
17	2890	28	28
17	2891	28	27
17	2893	26	24
17	2894	28	28
17	2895	28	27
17	2897	26	24
17	2898	28	27
17	2900	26	24
17	2901	76	76
17	2909	12	7
17	2910	44	38
17	2912	18	10
17	2929	4	0
17	2954	20	7
17	2957	20	5
17	2959	15	6
17	2961	11	6
17	2963	75	75
17	2995	57	57
17	2996	74	74
17	3001	13	9
18	56	4	0
18	104	60	1
18	110	1	1
18	111	17	11
18	363	79	78
18	365	80	80
18	366	81	81
18	369	79	79
18	370	80	80
18	371	80	80
18	372	79	79
18	373	80	80
18	406	8	6
18	529	77	77
18	534	76	76
18	535	75	75
18	541	75	75
18	542	74	74
18	543	74	74
18	546	74	73
18	547	73	73
18	552	73	73
18	553	73	73
18	641	18	18
18	643	20	5
18	700	22	11
18	704	28	26
18	708	40	32
18	735	11	7
18	736	75	66
18	748	78	78
18	761	84	83
18	813	31	22
18	846	84	83
18	877	27	22
18	903	32	31
18	963	30	29
18	964	32	31
18	1103	32	26
18	1238	20	13
18	1279	78	22
18	1280	79	79
18	1281	80	80
18	1282	81	81
18	1283	69	67
18	1284	78	76
18	1285	79	78
18	1286	80	80
18	1287	80	80
18	1288	81	81
18	1289	81	81
18	1290	83	82
18	1291	82	82
18	1292	22	11
18	1437	31	29
18	1443	38	20
18	1447	21	14
18	2009	91	90
18	2152	60	59
18	2154	20	13
18	2156	77	77
18	2157	76	19
18	2158	65	34
18	2252	11	7
18	2326	14	13
18	2329	14	5
18	2411	78	65
18	2414	69	66
18	2415	82	82
18	2416	76	76
18	2475	76	55
18	2476	69	66
18	2493	20	5
18	2527	87	87
18	2531	89	89
18	2533	89	89
18	2541	87	87
18	2545	86	86
18	2546	86	84
18	2552	86	83
18	2556	87	87
18	2557	86	86
18	2560	85	84
18	2566	87	85
18	2593	81	81
18	2594	81	81
18	2595	85	83
18	2596	85	83
18	2597	83	83
18	2598	83	78
18	2599	85	84
18	2600	82	82
18	2601	83	83
18	2605	89	89
18	2606	88	88
18	2610	88	88
18	2612	89	89
18	2615	88	88
18	2619	88	88
18	2636	85	84
18	2637	84	83
18	2726	60	59
18	2731	84	83
18	2750	20	18
18	2813	26	24
18	2834	74	0
18	2852	75	75
18	2930	20	7
18	2982	75	54
18	2983	69	66
19	1758	90	89
19	1789	96	95
19	1798	94	93
19	1799	92	91
19	1800	90	89
20	2495	3	2
21	356	95	93
21	400	100	100
21	414	99	99
21	1104	102	102
21	1165	103	102
21	1166	101	101
21	1338	100	100
21	1339	100	100
21	1748	105	104
21	2571	97	96
21	2574	92	90
21	2670	101	101
21	2675	102	102
22	345	82	82
22	462	82	81
22	1150	82	82
23	271	79	79
23	273	79	78
23	1404	86	83
24	734	76	65
24	1043	65	63
24	1268	66	63
24	2254	67	63
24	2281	68	63
24	2727	65	63
24	2766	65	63
24	2779	63	63
24	2781	64	64
25	706	62	61
25	2054	104	103
25	2067	102	102
25	2093	101	101
25	2096	100	99
25	2640	98	94
25	2642	93	92
25	2643	91	91
25	2644	90	88
25	2645	87	86
26	811	60	57
27	2524	95	94
27	2533	93	92
27	2552	92	91
27	2555	93	93
27	2565	92	92
27	2576	90	90
27	2577	90	90
27	2578	89	88
27	2579	89	88
27	2583	88	88
27	2585	87	87
28	706	83	83
29	864	34	32
30	351	59	54
30	363	81	80
30	364	80	79
30	368	80	80
30	748	72	70
30	820	72	70
30	823	79	79
30	850	54	54
30	1106	63	56
30	1107	60	54
30	1110	58	56
30	2016	85	83
30	2017	85	84
30	2057	86	85
30	2097	84	83
30	2099	83	83
30	2100	82	82
30	2306	62	61
30	2420	73	73
30	2421	69	67
30	2422	66	66
30	2423	65	65
30	2424	64	63
30	2425	78	78
30	2426	77	77
30	2428	76	76
30	2429	75	75
30	2430	74	74
30	2723	80	80
31	940	90	87
32	57	26	25
32	114	52	51
32	176	33	32
32	185	52	51
32	237	32	27
32	284	52	51
32	309	51	45
32	310	48	45
32	311	51	45
32	314	48	45
32	403	34	26
32	406	39	35
32	411	14	3
32	413	9	1
32	422	20	1
32	428	67	65
32	429	67	66
32	430	67	65
32	431	64	63
32	432	64	63
32	433	62	62
32	434	62	62
32	435	40	35
32	436	44	41
32	444	34	21
32	445	20	17
32	446	40	35
32	447	44	41
32	448	34	21
32	449	20	17
32	450	40	35
32	451	44	41
32	452	34	21
32	453	20	17
32	501	61	60
32	502	61	59
32	503	61	59
32	504	59	59
32	581	8	3
32	589	31	8
32	600	42	35
32	625	45	0
32	629	49	0
32	676	44	20
32	704	31	29
32	710	66	39
32	748	69	50
32	769	74	74
32	770	73	73
32	784	40	26
32	786	58	41
32	787	55	48
32	793	38	22
32	794	40	35
32	796	58	41
32	797	55	48
32	799	34	22
32	800	40	35
32	801	58	41
32	802	55	48
32	803	34	22
32	804	37	34
32	805	37	34
32	806	36	33
32	807	59	54
32	808	58	58
32	810	28	5
32	812	55	0
32	813	31	22
32	820	83	67
32	847	74	74
32	848	73	73
32	857	38	26
32	872	17	1
32	877	27	22
32	1232	28	0
32	1256	12	2
32	1270	3	1
32	1292	22	11
32	1337	6	0
32	1435	60	26
32	1513	47	41
32	1515	41	41
32	1518	47	42
32	1519	41	41
32	1527	37	7
32	1550	55	55
32	1554	45	41
32	1557	66	61
32	1567	31	27
32	1569	35	32
32	1748	94	94
32	1749	100	100
32	2126	50	23
32	2154	20	10
32	2159	8	3
32	2164	37	25
32	2192	53	47
32	2194	54	47
32	2212	54	43
32	2214	54	41
32	2223	54	43
32	2225	58	56
32	2226	55	41
32	2227	57	56
32	2229	57	56
32	2233	47	47
32	2235	58	58
32	2236	57	56
32	2238	57	56
32	2239	56	56
32	2280	55	54
32	2283	55	54
32	2299	55	42
32	2304	32	29
32	2305	65	56
32	2355	43	41
32	2358	41	41
32	2362	28	26
32	2365	21	5
32	2366	20	12
32	2367	21	5
32	2368	19	12
32	2369	21	5
32	2370	19	12
32	2371	20	7
32	2372	7	5
32	2373	32	22
32	2374	7	5
32	2377	41	14
32	2378	33	31
32	2382	37	35
32	2395	44	41
32	2396	44	41
32	2397	42	41
32	2411	61	56
32	2412	31	28
32	2413	40	38
32	2497	55	54
32	2602	79	79
32	2603	83	83
32	2648	28	21
32	2649	61	56
32	2696	76	75
32	2715	26	20
32	2719	12	6
32	2720	12	6
32	2725	36	34
32	2746	24	19
32	2750	20	9
32	2756	58	57
32	2788	12	10
32	2820	59	59
32	2858	82	44
32	2904	7	7
32	2905	75	75
32	2906	75	75
32	2907	75	75
32	2908	75	75
32	2914	11	9
32	2919	87	87
32	2923	23	0
32	2932	40	26
32	2934	58	41
32	2935	55	48
32	2937	38	22
32	2941	40	35
32	2942	58	41
32	2943	55	48
32	2948	34	22
32	2949	40	35
32	2950	58	41
32	2951	55	48
32	2952	34	22
32	2969	66	63
32	2970	74	68
32	2971	74	65
32	2972	74	68
32	2973	74	68
32	2974	69	68
32	2985	48	47
32	2986	57	49
33	1997	96	95
33	2005	94	92
33	2012	91	91
33	2018	91	89
33	2028	89	87
33	2042	86	83
34	67	59	57
34	218	59	57
34	1429	55	52
35	2054	87	78
35	2056	80	79
35	2102	83	78
36	1789	86	86
36	1826	87	87
36	1873	86	86
36	1876	84	84
36	1877	84	84
36	1878	85	84
36	1880	85	85
36	1881	84	84
36	1883	83	83
36	1891	87	87
36	1894	86	86
36	1909	86	86
36	1917	87	87
36	2001	94	89
36	2010	94	92
36	2069	87	87
36	2070	86	86
37	874	119	108
38	57	24	22
38	1559	27	26
38	2308	27	23
38	2759	26	19
38	2806	25	17
38	2925	22	18
38	2926	27	23
39	468	57	57
39	644	57	57
39	712	57	56
39	2251	57	57
39	2381	57	55
39	2410	57	57
39	2921	57	55
40	1166	99	94
40	1581	84	84
40	1609	86	85
40	1633	85	84
40	1726	93	93
40	1727	93	93
40	1781	92	90
40	1786	89	89
40	1845	91	90
40	1850	92	90
40	1853	90	89
40	1859	88	87
40	1917	86	86
40	1918	85	85
40	1933	87	87
40	1935	90	90
40	1937	89	89
40	1938	88	87
40	1945	88	88
40	1946	87	87
40	1968	84	84
40	1987	86	85
40	1990	86	85
40	2018	97	96
40	2028	97	97
40	2047	96	96
40	2670	95	94
41	1821	88	88
41	1822	87	87
41	1823	86	86
41	1824	85	85
42	1453	22	22
42	2279	50	26
43	1603	88	87
44	312	51	45
44	314	48	45
44	436	44	43
44	447	44	43
44	451	44	43
44	785	49	48
44	786	49	43
44	789	49	43
44	795	49	48
44	796	49	43
44	798	49	43
44	1002	56	50
44	1003	56	50
44	1006	67	66
44	1017	65	65
44	1023	64	63
44	1026	62	62
44	1064	61	61
44	1065	61	61
44	1066	61	61
44	1076	60	60
44	1077	60	60
44	1078	60	60
44	1079	59	59
44	1080	59	59
44	1081	59	59
44	1086	79	79
44	1087	78	78
44	1088	78	78
44	1089	78	78
44	1090	78	78
44	1093	77	77
44	1094	77	77
44	1095	77	77
44	1096	77	77
44	1097	76	76
44	1098	76	76
44	1099	76	76
44	1112	75	75
44	1113	75	75
44	1114	75	75
44	1118	74	74
44	1119	74	74
44	1120	74	74
44	1121	58	58
44	1122	58	58
44	1123	58	58
44	1124	58	58
44	1125	73	68
44	1126	73	68
44	1129	73	68
44	1131	57	57
44	1132	57	57
44	1135	57	57
44	1136	57	57
44	1152	67	66
44	1153	67	66
44	1156	65	65
44	1157	65	65
44	1158	64	63
44	1159	64	63
44	1160	64	63
44	1169	62	62
44	1170	62	62
44	1172	62	62
44	1183	56	50
44	1184	56	50
44	2193	49	46
44	2213	56	44
44	2224	56	44
44	2933	49	48
44	2934	49	43
44	2936	46	43
44	2942	49	43
45	1377	3	3
46	1340	89	89
46	1342	88	88
46	1873	89	89
46	1951	89	89
46	2008	88	88
46	2028	92	91
46	2031	90	90
46	2032	88	88
46	2048	90	90
47	2	83	68
47	1	83	68
47	102	83	68
47	104	52	52
47	361	29	18
47	398	69	47
47	407	21	18
47	455	35	26
47	458	35	26
47	459	32	28
47	492	49	19
47	493	31	25
47	505	2	0
47	564	35	29
47	571	35	29
47	572	35	29
47	576	35	29
47	577	35	26
47	586	53	50
47	622	29	25
47	623	29	18
47	624	28	18
47	659	62	56
47	660	53	17
47	705	64	51
47	707	20	15
47	715	52	45
47	720	20	20
47	727	65	41
47	728	65	24
47	729	43	3
47	730	63	55
47	732	65	61
47	737	23	4
47	748	66	43
47	750	58	55
47	751	51	38
47	773	63	59
47	817	58	57
47	820	76	64
47	878	47	32
47	879	40	32
47	880	12	1
47	881	12	10
47	882	40	7
47	883	40	13
47	884	47	41
47	885	12	1
47	886	40	13
47	887	40	24
47	888	11	10
47	889	47	41
47	890	12	12
47	891	12	10
47	892	40	7
47	893	38	13
47	894	11	1
47	895	15	13
47	896	15	13
47	897	12	1
47	898	12	12
47	900	13	13
